Component,Chemical Formula,salt,property_type,Concentration,Temperature,Property,"Property
Value",Concentration 2
,,NaCl,activity_coeff,1.2000,298.1500,,0.6589,
,,NaCl,activity_coeff,1.3000,298.1500,,0.6587,
,,NaCl,activity_coeff,1.4000,298.1500,,0.6589,
,,NaCl,activity_coeff,1.5000,298.1500,,0.6596,
,,NaCl,activity_coeff,1.6000,298.1500,,0.6606,
,,NaCl,activity_coeff,1.7000,298.1500,,0.6620,
,,NaCl,activity_coeff,1.8000,298.1500,,0.6637,
,,NaCl,activity_coeff,1.9000,298.1500,,0.6658,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6681,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7777,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6814,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6571,
,,NaCl,activity_coeff,1.5000,298.1500,,0.6567,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6680,
,,NaCl,activity_coeff,2.5000,298.1500,,0.6874,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.1000,288.1500,,0.7802,
,,NaCl,activity_coeff,0.1000,293.1500,,0.7797,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7788,
,,NaCl,activity_coeff,0.1000,303.1500,,0.7777,
,,NaCl,activity_coeff,0.1000,308.1500,,0.7766,
,,NaCl,activity_coeff,0.1000,313.1500,,0.7750,
,,NaCl,activity_coeff,0.1000,318.1500,,0.7736,
,,NaCl,activity_coeff,0.1000,323.1500,,0.7716,
,,NaCl,activity_coeff,0.1000,328.1500,,0.7693,
,,NaCl,activity_coeff,0.1000,333.1500,,0.7670,
,,NaCl,activity_coeff,0.2000,288.1500,,0.7338,
,,NaCl,activity_coeff,0.2000,293.1500,,0.7333,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7332,
,,NaCl,activity_coeff,0.2000,303.1500,,0.7323,
,,NaCl,activity_coeff,0.2000,308.1500,,0.7313,
,,NaCl,activity_coeff,0.2000,313.1500,,0.7301,
,,NaCl,activity_coeff,0.2000,318.1500,,0.7285,
,,NaCl,activity_coeff,0.2000,323.1500,,0.7268,
,,NaCl,activity_coeff,0.2000,328.1500,,0.7243,
,,NaCl,activity_coeff,0.2000,333.1500,,0.7221,
,,NaCl,activity_coeff,0.3000,288.1500,,0.7071,
,,NaCl,activity_coeff,0.3000,293.1500,,0.7081,
,,NaCl,activity_coeff,0.3000,298.1500,,0.7083,
,,NaCl,activity_coeff,0.3000,303.1500,,0.7078,
,,NaCl,activity_coeff,0.3000,308.1500,,0.7073,
,,NaCl,activity_coeff,0.3000,313.1500,,0.7063,
,,NaCl,activity_coeff,0.3000,318.1500,,0.7047,
,,NaCl,activity_coeff,0.3000,323.1500,,0.7031,
,,NaCl,activity_coeff,0.3000,328.1500,,0.7008,
,,NaCl,activity_coeff,0.3000,333.1500,,0.6979,
,,NaCl,activity_coeff,0.5000,288.1500,,0.6789,
,,NaCl,activity_coeff,0.5000,293.1500,,0.6805,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6814,
,,NaCl,activity_coeff,0.5000,303.1500,,0.6811,
,,NaCl,activity_coeff,0.5000,308.1500,,0.6812,
,,NaCl,activity_coeff,0.5000,313.1500,,0.6805,
,,NaCl,activity_coeff,0.5000,318.1500,,0.6790,
,,NaCl,activity_coeff,0.5000,323.1500,,0.6776,
,,NaCl,activity_coeff,0.5000,328.1500,,0.6753,
,,NaCl,activity_coeff,0.5000,333.1500,,0.6725,
,,NaCl,activity_coeff,0.7000,288.1500,,0.6622,
,,NaCl,activity_coeff,0.7000,293.1500,,0.6653,
,,NaCl,activity_coeff,0.7000,298.1500,,0.6667,
,,NaCl,activity_coeff,0.7000,303.1500,,0.6676,
,,NaCl,activity_coeff,0.7000,308.1500,,0.6682,
,,NaCl,activity_coeff,0.7000,313.1500,,0.6680,
,,NaCl,activity_coeff,0.7000,318.1500,,0.6673,
,,NaCl,activity_coeff,0.7000,323.1500,,0.6662,
,,NaCl,activity_coeff,0.7000,328.1500,,0.6637,
,,NaCl,activity_coeff,0.7000,333.1500,,0.6613,
,,NaCl,activity_coeff,1.0000,288.1500,,0.6518,
,,NaCl,activity_coeff,1.0000,293.1500,,0.6554,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6584,
,,NaCl,activity_coeff,1.0000,303.1500,,0.6598,
,,NaCl,activity_coeff,1.0000,308.1500,,0.6611,
,,NaCl,activity_coeff,1.0000,313.1500,,0.6616,
,,NaCl,activity_coeff,1.0000,318.1500,,0.6611,
,,NaCl,activity_coeff,1.0000,323.1500,,0.6602,
,,NaCl,activity_coeff,1.0000,328.1500,,0.6581,
,,NaCl,activity_coeff,1.0000,333.1500,,0.6551,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0080,308.1500,,0.9070,
,,NaCl,activity_coeff,0.0106,298.1500,,0.8980,
,,NaCl,activity_coeff,0.0124,288.1500,,0.8920,
,,NaCl,activity_coeff,0.0253,298.1500,,0.8580,
,,NaCl,activity_coeff,0.0263,308.1500,,0.8560,
,,NaCl,activity_coeff,0.0351,288.1500,,0.8440,
,,NaCl,activity_coeff,0.0651,298.1500,,0.8040,
,,NaCl,activity_coeff,0.0811,308.1500,,0.7900,
,,NaCl,activity_coeff,0.0985,288.1500,,0.7770,
,,NaCl,activity_coeff,0.1479,298.1500,,0.7510,
,,NaCl,activity_coeff,0.1743,308.1500,,0.7430,
,,NaCl,activity_coeff,0.1834,288.1500,,0.7380,
,,NaCl,activity_coeff,0.2967,298.1500,,0.7080,
,,NaCl,activity_coeff,0.3186,308.1500,,0.7060,
,,NaCl,activity_coeff,0.3396,288.1500,,0.6970,
,,NaCl,activity_coeff,0.5713,298.1500,,0.6720,
,,NaCl,activity_coeff,0.5757,308.1500,,0.6770,
,,NaCl,activity_coeff,0.6130,288.1500,,0.6670,
,,NaCl,activity_coeff,0.8313,288.1500,,0.6560,
,,NaCl,activity_coeff,0.9628,298.1500,,0.6590,
,,NaCl,activity_coeff,1.0076,308.1500,,0.6550,
,,NaCl,activity_coeff,1.1734,288.1500,,0.6480,
,,NaCl,activity_coeff,1.5374,308.1500,,0.6600,
,,NaCl,activity_coeff,1.5515,298.1500,,0.6570,
,,NaCl,activity_coeff,1.6590,288.1500,,0.6500,
,,NaCl,activity_coeff,2.1172,308.1500,,0.6770,
,,NaCl,activity_coeff,2.2792,288.1500,,0.6640,
,,NaCl,activity_coeff,2.2858,298.1500,,0.6790,
,,NaCl,activity_coeff,2.8585,308.1500,,0.7140,
,,NaCl,activity_coeff,3.0842,288.1500,,0.7000,
,,NaCl,activity_coeff,3.2586,298.1500,,0.7290,
,,NaCl,activity_coeff,3.7961,308.1500,,0.7790,
,,NaCl,activity_coeff,4.2444,288.1500,,0.7690,
,,NaCl,activity_coeff,4.3527,298.1500,,0.8060,
,,NaCl,activity_coeff,4.9180,308.1500,,0.8560,
Component 1,NaCl,NaCl,activity_coeff,,,,,
,,NaCl,activity_coeff,mol/kg H2O,Kelvin,-,,
,,NaCl,activity_coeff,0.0010,298.1500,,0.9650,
,,NaCl,activity_coeff,0.0020,298.1500,,0.9520,
,,NaCl,activity_coeff,0.0050,298.1500,,0.9280,
,,NaCl,activity_coeff,0.0100,298.1500,,0.9030,
,,NaCl,activity_coeff,0.0200,298.1500,,0.8720,
,,NaCl,activity_coeff,0.0500,298.1500,,0.8220,
,,NaCl,activity_coeff,0.1000,298.1500,,0.7790,
,,NaCl,activity_coeff,0.2000,298.1500,,0.7340,
,,NaCl,activity_coeff,0.3000,298.1500,,0.7090,
,,NaCl,activity_coeff,0.4000,298.1500,,0.6930,
,,NaCl,activity_coeff,0.5000,298.1500,,0.6810,
,,NaCl,activity_coeff,0.6000,298.1500,,0.6730,
,,NaCl,activity_coeff,0.7000,298.1500,,0.6670,
,,NaCl,activity_coeff,0.8000,298.1500,,0.6620,
,,NaCl,activity_coeff,0.9000,298.1500,,0.6590,
,,NaCl,activity_coeff,1.0000,298.1500,,0.6570,
,,NaCl,activity_coeff,1.2000,298.1500,,0.6550,
,,NaCl,activity_coeff,1.4000,298.1500,,0.6560,
,,NaCl,activity_coeff,1.6000,298.1500,,0.6580,
,,NaCl,activity_coeff,1.8000,298.1500,,0.6620,
,,NaCl,activity_coeff,2.0000,298.1500,,0.6680,
,,NaCl,activity_coeff,2.5000,298.1500,,0.6880,
,,NaCl,activity_coeff,3.0000,298.1500,,0.7140,
,,NaCl,activity_coeff,3.5000,298.1500,,0.7460,
,,NaCl,activity_coeff,4.0000,298.1500,,0.7830,
,,NaCl,activity_coeff,4.5000,298.1500,,0.8260,
,,NaCl,activity_coeff,5.0000,298.1500,,0.8740,
,,NaCl,activity_coeff,5.5000,298.1500,,0.9280,
,,NaCl,activity_coeff,6.0000,298.1500,,0.9860,
,,NaCl,activity_coeff,6.1400,298.1500,,1.0040,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,°C,-,,
,,MgCl2,osmotic_coeff,0.1120,25.0000,,0.8625,
,,MgCl2,osmotic_coeff,0.1587,25.0000,,0.8691,
,,MgCl2,osmotic_coeff,0.1917,25.0000,,0.8781,
,,MgCl2,osmotic_coeff,0.1944,25.0000,,0.8739,
,,MgCl2,osmotic_coeff,0.2656,25.0000,,0.8918,
,,MgCl2,osmotic_coeff,0.2795,25.0000,,0.8942,
,,MgCl2,osmotic_coeff,0.2933,25.0000,,0.8972,
,,MgCl2,osmotic_coeff,0.3492,25.0000,,0.9100,
,,MgCl2,osmotic_coeff,0.3644,25.0000,,0.9127,
,,MgCl2,osmotic_coeff,0.3924,25.0000,,0.9213,
,,MgCl2,osmotic_coeff,0.4040,25.0000,,0.9254,
,,MgCl2,osmotic_coeff,0.4387,25.0000,,0.9304,
,,MgCl2,osmotic_coeff,0.4815,25.0000,,0.9395,
,,MgCl2,osmotic_coeff,0.4840,25.0000,,0.9418,
,,MgCl2,osmotic_coeff,0.5293,25.0000,,0.9628,
,,MgCl2,osmotic_coeff,0.5600,25.0000,,0.9654,
,,MgCl2,osmotic_coeff,0.6503,25.0000,,0.9903,
,,MgCl2,osmotic_coeff,0.7212,25.0000,,1.0123,
,,MgCl2,osmotic_coeff,0.9856,25.0000,,1.1047,
,,MgCl2,osmotic_coeff,0.9906,25.0000,,1.1041,
,,MgCl2,osmotic_coeff,1.0590,25.0000,,1.1305,
,,MgCl2,osmotic_coeff,1.2660,25.0000,,1.2086,
,,MgCl2,osmotic_coeff,1.3670,25.0000,,1.2536,
,,MgCl2,osmotic_coeff,1.3810,25.0000,,1.2603,
,,MgCl2,osmotic_coeff,1.7130,25.0000,,1.3896,
,,MgCl2,osmotic_coeff,1.7840,25.0000,,1.4268,
,,MgCl2,osmotic_coeff,2.0160,25.0000,,1.5386,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,°C,-,,
,,MgCl2,osmotic_coeff,0.1000,25.0000,,0.8610,
,,MgCl2,osmotic_coeff,0.2000,25.0000,,0.8770,
,,MgCl2,osmotic_coeff,0.3000,25.0000,,0.8950,
,,MgCl2,osmotic_coeff,0.5000,25.0000,,0.9470,
,,MgCl2,osmotic_coeff,0.7000,25.0000,,1.0040,
,,MgCl2,osmotic_coeff,1.0000,25.0000,,1.1080,
,,MgCl2,osmotic_coeff,1.2000,25.0000,,1.1840,
,,MgCl2,osmotic_coeff,1.4000,25.0000,,1.2640,
,,MgCl2,osmotic_coeff,1.6000,25.0000,,1.3470,
,,MgCl2,osmotic_coeff,1.8000,25.0000,,1.4340,
,,MgCl2,osmotic_coeff,2.0000,25.0000,,1.5230,
,,MgCl2,osmotic_coeff,2.5000,25.0000,,1.7590,
,,MgCl2,osmotic_coeff,3.0000,25.0000,,2.0150,
,,MgCl2,osmotic_coeff,3.5000,25.0000,,2.2660,
,,MgCl2,osmotic_coeff,4.0000,25.0000,,2.5300,
,,MgCl2,osmotic_coeff,4.5000,25.0000,,2.7950,
,,MgCl2,osmotic_coeff,5.0000,25.0000,,3.0600,
,,MgCl2,osmotic_coeff,5.5000,25.0000,,3.3350,
,,MgCl2,osmotic_coeff,5.8400,25.0000,,3.5160,
,,MgCl2,osmotic_coeff,6.0000,25.0000,,3.6100,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,°C,-,,
,,MgCl2,osmotic_coeff,0.3927,25.0000,,0.9149,
,,MgCl2,osmotic_coeff,0.5817,25.0000,,0.9687,
,,MgCl2,osmotic_coeff,0.9510,25.0000,,1.0874,
,,MgCl2,osmotic_coeff,0.9833,25.0000,,1.1085,
,,MgCl2,osmotic_coeff,1.2003,25.0000,,1.1902,
,,MgCl2,osmotic_coeff,1.5083,25.0000,,1.3065,
,,MgCl2,osmotic_coeff,1.5710,25.0000,,1.3344,
,,MgCl2,osmotic_coeff,1.6180,25.0000,,1.3552,
,,MgCl2,osmotic_coeff,1.7773,25.0000,,1.4211,
,,MgCl2,osmotic_coeff,2.0853,25.0000,,1.5655,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,°C,-,,
,,MgCl2,osmotic_coeff,0.5000,25.0000,,0.9734,
,,MgCl2,osmotic_coeff,1.0000,25.0000,,1.1236,
,,MgCl2,osmotic_coeff,1.5000,25.0000,,1.3115,
,,MgCl2,osmotic_coeff,2.0000,25.0000,,1.5669,
,,MgCl2,osmotic_coeff,2.5000,25.0000,,1.7892,
,,MgCl2,osmotic_coeff,3.0000,25.0000,,2.0406,
,,MgCl2,osmotic_coeff,3.5000,25.0000,,2.3236,
,,MgCl2,osmotic_coeff,4.0000,25.0000,,2.6135,
,,MgCl2,osmotic_coeff,4.5000,25.0000,,2.8717,
,,MgCl2,osmotic_coeff,5.0000,25.0000,,3.1286,
,,MgCl2,osmotic_coeff,5.5000,25.0000,,3.3782,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,°C,-,,
,,MgCl2,osmotic_coeff,0.7000,25.0000,,0.9377,
,,MgCl2,osmotic_coeff,1.0000,25.0000,,1.1065,
,,MgCl2,osmotic_coeff,1.3000,25.0000,,1.1033,
,,MgCl2,osmotic_coeff,2.0000,25.0000,,1.5576,
,,MgCl2,osmotic_coeff,2.1000,25.0000,,1.5707,
,,MgCl2,osmotic_coeff,2.8000,25.0000,,1.8810,
,,MgCl2,osmotic_coeff,3.0000,25.0000,,2.0233,
,,MgCl2,osmotic_coeff,3.4000,25.0000,,2.2619,
,,MgCl2,osmotic_coeff,3.7000,25.0000,,2.4895,
,,MgCl2,osmotic_coeff,4.0000,25.0000,,2.5384,
,,MgCl2,osmotic_coeff,4.5000,25.0000,,2.6510,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,°C,-,,
,,MgCl2,osmotic_coeff,0.1000,25.0000,,0.8605,
,,MgCl2,osmotic_coeff,0.2000,25.0000,,0.8725,
,,MgCl2,osmotic_coeff,0.3000,25.0000,,0.8931,
,,MgCl2,osmotic_coeff,0.4000,25.0000,,0.9177,
,,MgCl2,osmotic_coeff,0.5000,25.0000,,0.9451,
,,MgCl2,osmotic_coeff,0.6000,25.0000,,0.9747,
,,MgCl2,osmotic_coeff,0.7000,25.0000,,1.0062,
,,MgCl2,osmotic_coeff,0.8000,25.0000,,1.0393,
,,MgCl2,osmotic_coeff,0.9000,25.0000,,1.0738,
,,MgCl2,osmotic_coeff,1.0000,25.0000,,1.1096,
,,MgCl2,osmotic_coeff,1.2000,25.0000,,1.1848,
,,MgCl2,osmotic_coeff,1.4000,25.0000,,1.2646,
,,MgCl2,osmotic_coeff,1.6000,25.0000,,1.3485,
,,MgCl2,osmotic_coeff,1.8000,25.0000,,1.4364,
,,MgCl2,osmotic_coeff,2.0000,25.0000,,1.5279,
,,MgCl2,osmotic_coeff,2.2000,25.0000,,1.6226,
,,MgCl2,osmotic_coeff,2.4000,25.0000,,1.7199,
,,MgCl2,osmotic_coeff,2.6000,25.0000,,1.8195,
,,MgCl2,osmotic_coeff,2.8000,25.0000,,1.9208,
,,MgCl2,osmotic_coeff,3.0000,25.0000,,2.0232,
,,MgCl2,osmotic_coeff,3.2000,25.0000,,2.1265,
,,MgCl2,osmotic_coeff,3.4000,25.0000,,2.2302,
,,MgCl2,osmotic_coeff,3.6000,25.0000,,2.3342,
,,MgCl2,osmotic_coeff,3.8000,25.0000,,2.4382,
,,MgCl2,osmotic_coeff,4.0000,25.0000,,2.5424,
,,MgCl2,osmotic_coeff,4.2000,25.0000,,2.6469,
,,MgCl2,osmotic_coeff,4.4000,25.0000,,2.7519,
,,MgCl2,osmotic_coeff,4.6000,25.0000,,2.8579,
,,MgCl2,osmotic_coeff,4.8000,25.0000,,2.9653,
,,MgCl2,osmotic_coeff,5.0000,25.0000,,3.0747,
,,MgCl2,osmotic_coeff,5.2000,25.0000,,3.1868,
,,MgCl2,osmotic_coeff,5.4000,25.0000,,3.3021,
,,MgCl2,osmotic_coeff,5.6000,25.0000,,3.4213,
,,MgCl2,osmotic_coeff,5.8000,25.0000,,3.5451,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,Kelvin,-,,
,,MgCl2,osmotic_coeff,1.0000,382.0000,,0.9729,
,,MgCl2,osmotic_coeff,1.0000,413.8000,,0.9157,
,,MgCl2,osmotic_coeff,1.0000,445.4000,,0.8518,
,,MgCl2,osmotic_coeff,1.0000,474.0000,,0.7919,
,,MgCl2,osmotic_coeff,1.5000,382.0000,,1.1130,
,,MgCl2,osmotic_coeff,1.5000,413.8000,,1.0370,
,,MgCl2,osmotic_coeff,1.5000,445.4000,,0.9526,
,,MgCl2,osmotic_coeff,1.5000,474.0000,,0.8758,
,,MgCl2,osmotic_coeff,2.0000,382.0000,,1.2730,
,,MgCl2,osmotic_coeff,2.0000,413.8000,,1.1790,
,,MgCl2,osmotic_coeff,2.0000,445.4000,,1.0770,
,,MgCl2,osmotic_coeff,2.0000,474.0000,,0.9845,
,,MgCl2,osmotic_coeff,2.5000,382.0000,,1.4440,
,,MgCl2,osmotic_coeff,2.5000,413.8000,,1.3320,
,,MgCl2,osmotic_coeff,2.5000,445.4000,,1.2150,
,,MgCl2,osmotic_coeff,2.5000,474.0000,,1.1070,
,,MgCl2,osmotic_coeff,3.0000,382.0000,,1.6230,
,,MgCl2,osmotic_coeff,3.0000,413.8000,,1.4920,
,,MgCl2,osmotic_coeff,3.0000,445.4000,,1.3610,
,,MgCl2,osmotic_coeff,3.0000,474.0000,,1.2360,
,,MgCl2,osmotic_coeff,3.5000,445.4000,,1.5120,
,,MgCl2,osmotic_coeff,3.5000,474.0000,,1.3700,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,Kelvin,-,,
,,MgCl2,osmotic_coeff,1.0470,303.1500,,1.1200,
,,MgCl2,osmotic_coeff,1.0470,313.1500,,1.0900,
,,MgCl2,osmotic_coeff,1.0470,323.1500,,1.0500,
,,MgCl2,osmotic_coeff,1.0470,333.1500,,1.0200,
,,MgCl2,osmotic_coeff,1.0470,343.1500,,1.0000,
,,MgCl2,osmotic_coeff,1.3030,303.1500,,1.3700,
,,MgCl2,osmotic_coeff,1.3030,313.1500,,1.2900,
,,MgCl2,osmotic_coeff,1.3030,323.1500,,1.2400,
,,MgCl2,osmotic_coeff,1.3030,333.1500,,1.1700,
,,MgCl2,osmotic_coeff,1.3030,343.1500,,1.1200,
,,MgCl2,osmotic_coeff,2.0060,303.1500,,1.5100,
,,MgCl2,osmotic_coeff,2.0060,313.1500,,1.4700,
,,MgCl2,osmotic_coeff,2.0060,323.1500,,1.4300,
,,MgCl2,osmotic_coeff,2.0060,333.1500,,1.3700,
,,MgCl2,osmotic_coeff,2.0060,343.1500,,1.3500,
,,MgCl2,osmotic_coeff,2.4490,303.1500,,1.8300,
,,MgCl2,osmotic_coeff,2.4490,313.1500,,1.7400,
,,MgCl2,osmotic_coeff,2.4490,323.1500,,1.6900,
,,MgCl2,osmotic_coeff,2.4490,333.1500,,1.6400,
,,MgCl2,osmotic_coeff,2.4490,343.1500,,1.5700,
,,MgCl2,osmotic_coeff,3.1670,303.1500,,2.0600,
,,MgCl2,osmotic_coeff,3.1670,313.1500,,2.0200,
,,MgCl2,osmotic_coeff,3.1670,323.1500,,1.9700,
,,MgCl2,osmotic_coeff,3.1670,333.1500,,1.9300,
,,MgCl2,osmotic_coeff,3.1670,343.1500,,1.8900,
,,MgCl2,osmotic_coeff,3.7370,303.1500,,2.1600,
,,MgCl2,osmotic_coeff,3.7370,313.1500,,2.1300,
,,MgCl2,osmotic_coeff,3.7370,323.1500,,2.1000,
,,MgCl2,osmotic_coeff,3.7370,333.1500,,2.0800,
,,MgCl2,osmotic_coeff,3.7370,343.1500,,2.0500,
,,MgCl2,osmotic_coeff,4.3430,303.1500,,2.5700,
,,MgCl2,osmotic_coeff,4.3430,313.1500,,2.5100,
,,MgCl2,osmotic_coeff,4.3430,323.1500,,2.4600,
,,MgCl2,osmotic_coeff,4.3430,333.1500,,2.4100,
,,MgCl2,osmotic_coeff,4.3430,343.1500,,2.3600,
,,MgCl2,osmotic_coeff,4.8010,303.1500,,2.9100,
,,MgCl2,osmotic_coeff,4.8010,313.1500,,2.8500,
,,MgCl2,osmotic_coeff,4.8010,323.1500,,2.7500,
,,MgCl2,osmotic_coeff,4.8010,333.1500,,2.6800,
,,MgCl2,osmotic_coeff,4.8010,343.1500,,2.6300,
Component 1,MgCl2,MgCl2,osmotic_coeff,,,,,
,,MgCl2,osmotic_coeff,mol/kg H2O,Kelvin,-,,
,,MgCl2,osmotic_coeff,0.4242,524.1200,,0.6315,
,,MgCl2,osmotic_coeff,0.4259,524.1200,,0.6309,
,,MgCl2,osmotic_coeff,0.4301,524.1200,,0.6300,
,,MgCl2,osmotic_coeff,0.5309,498.7200,,0.6997,
,,MgCl2,osmotic_coeff,0.5353,498.7200,,0.6974,
,,MgCl2,osmotic_coeff,0.5631,498.2200,,0.6801,
,,MgCl2,osmotic_coeff,0.5829,498.2200,,0.6784,
,,MgCl2,osmotic_coeff,0.6163,498.2200,,0.6853,
,,MgCl2,osmotic_coeff,0.6172,498.2200,,0.6870,
,,MgCl2,osmotic_coeff,0.6605,443.4400,,0.8053,
,,MgCl2,osmotic_coeff,0.6615,498.2200,,0.6952,
,,MgCl2,osmotic_coeff,0.6854,498.2200,,0.6986,
,,MgCl2,osmotic_coeff,0.6890,443.4400,,0.8109,
,,MgCl2,osmotic_coeff,0.6976,383.1100,,0.9093,
,,MgCl2,osmotic_coeff,0.7003,383.1100,,0.9102,
,,MgCl2,osmotic_coeff,0.7170,413.5600,,0.8743,
,,MgCl2,osmotic_coeff,0.7203,383.1100,,0.9186,
,,MgCl2,osmotic_coeff,0.7313,413.5600,,0.8757,
,,MgCl2,osmotic_coeff,0.7335,473.1800,,0.7444,
,,MgCl2,osmotic_coeff,0.7347,473.1800,,0.7530,
,,MgCl2,osmotic_coeff,0.7496,498.2200,,0.7053,
,,MgCl2,osmotic_coeff,0.7673,443.4400,,0.8266,
,,MgCl2,osmotic_coeff,0.7694,413.5600,,0.8859,
,,MgCl2,osmotic_coeff,0.7768,498.2200,,0.7077,
,,MgCl2,osmotic_coeff,0.7821,473.1800,,0.7681,
,,MgCl2,osmotic_coeff,0.8057,443.4400,,0.8343,
,,MgCl2,osmotic_coeff,0.8065,473.1800,,0.7727,
,,MgCl2,osmotic_coeff,0.8695,524.1200,,0.6528,
,,MgCl2,osmotic_coeff,0.8719,473.1800,,0.7820,
,,MgCl2,osmotic_coeff,0.8833,524.1200,,0.6536,
,,MgCl2,osmotic_coeff,0.8852,498.7200,,0.7322,
,,MgCl2,osmotic_coeff,0.8875,498.7200,,0.7325,
,,MgCl2,osmotic_coeff,0.9007,473.1800,,0.7866,
,,MgCl2,osmotic_coeff,0.9077,524.1200,,0.6555,
,,MgCl2,osmotic_coeff,0.9086,443.4400,,0.8544,
,,MgCl2,osmotic_coeff,0.9146,524.1200,,0.6556,
,,MgCl2,osmotic_coeff,0.9159,383.1100,,0.9736,
,,MgCl2,osmotic_coeff,0.9189,383.1100,,0.9719,
,,MgCl2,osmotic_coeff,0.9238,498.2200,,0.7247,
,,MgCl2,osmotic_coeff,0.9332,383.1100,,0.9711,
,,MgCl2,osmotic_coeff,0.9374,383.1100,,0.9715,
,,MgCl2,osmotic_coeff,0.9517,443.4400,,0.8632,
,,MgCl2,osmotic_coeff,0.9725,498.2200,,0.7302,
,,MgCl2,osmotic_coeff,0.9812,498.7200,,0.7444,
,,MgCl2,osmotic_coeff,0.9892,413.5600,,0.9212,
,,MgCl2,osmotic_coeff,1.0023,413.5600,,0.9298,
,,MgCl2,osmotic_coeff,1.0237,498.7200,,0.7494,
,,MgCl2,osmotic_coeff,1.0519,443.4400,,0.8800,
,,MgCl2,osmotic_coeff,1.0703,413.5600,,0.9522,
,,MgCl2,osmotic_coeff,1.0937,413.5600,,0.9573,
,,MgCl2,osmotic_coeff,1.1070,498.2200,,0.7476,
,,MgCl2,osmotic_coeff,1.1113,443.4400,,0.8953,
,,MgCl2,osmotic_coeff,1.1210,473.1800,,0.8262,
,,MgCl2,osmotic_coeff,1.1241,498.7200,,0.7561,
,,MgCl2,osmotic_coeff,1.1499,383.1100,,1.0278,
,,MgCl2,osmotic_coeff,1.1570,383.1100,,1.0298,
,,MgCl2,osmotic_coeff,1.1689,473.1800,,0.8353,
,,MgCl2,osmotic_coeff,1.2019,524.1200,,0.6845,
,,MgCl2,osmotic_coeff,1.2135,524.1200,,0.6850,
,,MgCl2,osmotic_coeff,1.2228,498.7200,,0.7697,
,,MgCl2,osmotic_coeff,1.2251,413.5600,,0.9867,
,,MgCl2,osmotic_coeff,1.2492,473.1800,,0.8442,
,,MgCl2,osmotic_coeff,1.2535,443.4400,,0.9254,
,,MgCl2,osmotic_coeff,1.2561,413.5600,,0.9971,
,,MgCl2,osmotic_coeff,1.2690,498.2200,,0.7714,
,,MgCl2,osmotic_coeff,1.3241,498.2200,,0.7863,
,,MgCl2,osmotic_coeff,1.3332,498.2200,,0.7815,
,,MgCl2,osmotic_coeff,1.3334,383.0500,,1.0801,
,,MgCl2,osmotic_coeff,1.3360,473.1800,,0.8658,
,,MgCl2,osmotic_coeff,1.3377,443.4400,,0.9464,
,,MgCl2,osmotic_coeff,1.3945,473.1800,,0.8771,
,,MgCl2,osmotic_coeff,1.4046,383.1100,,1.0982,
,,MgCl2,osmotic_coeff,1.4125,383.1100,,1.1026,
,,MgCl2,osmotic_coeff,1.4160,498.7200,,0.7982,
,,MgCl2,osmotic_coeff,1.4511,413.7400,,1.0498,
,,MgCl2,osmotic_coeff,1.4648,413.5600,,1.0516,
,,MgCl2,osmotic_coeff,1.4832,443.4400,,0.9787,
,,MgCl2,osmotic_coeff,1.4837,498.7200,,0.8093,
,,MgCl2,osmotic_coeff,1.4999,413.5600,,1.0609,
,,MgCl2,osmotic_coeff,1.5353,524.1200,,0.7272,
,,MgCl2,osmotic_coeff,1.5413,498.2200,,0.8192,
,,MgCl2,osmotic_coeff,1.5414,473.1800,,0.9066,
,,MgCl2,osmotic_coeff,1.5454,524.1200,,0.7284,
